7,-5,-4,-6,-1,-3,8,2,-9
2,-5,-4,-7,-6,-1,-3,9,8
2,-4,-7,-6,-1,-3,8,5,-9
-4,-7,-6,-1,-3,8,2,5,-9
7,6,-5,-1,4,-3,-2,-9,-8
2,7,-5,-4,-6,-1,-3,8,-9
6,-7,-1,4,-3,-2,5,-9,-8
7,-5,-4,-6,-1,-3,9,2,-8
-5,-4,-7,-6,-1,-3,8,9,2
7,-5,-4,-6,-1,-3,-2,9,8
7,6,-5,-4,-1,-3,-2,9,-8
7,-5,-6,-1,4,-3,-2,9,-8
6,-5,-7,-1,4,-3,-2,9,-8
